HYAR,x,y,Slope_100,Slope_200,Slope_300,Slope_400,Slope_500,Slope_600,Slope_700,Slope_800,Slope_900,Slope_1000,Slope_1100,Slope_1200,Water_100,Water_200,Water_300,Water_400,Water_500,Water_600,Water_700,Water_800,Water_900,Water_1000,Water_1100,Water_1200,PREC_100,PREC_200,PREC_300,PREC_400,PREC_500,PREC_600,PREC_700,PREC_800,PREC_900,PREC_1000,PREC_1100,PREC_1200
0,548077.3706,3542769.115,4.33788678,4.585039483,4.526905371,4.783616183,4.81032764,4.878383958,4.710774625,4.956399836,5.387106833,5.629209334,5.934663939,6.308718269,0,0,0,0,0,0,0,0,0,0,0,0,367.4288973,367.4444968,367.4680348,367.4915687,367.5302321,367.5817869,367.6403676,367.703947,367.7759094,367.8617593,367.950712,368.0545575
1,542137.3706,3537519.115,4.248336586,4.549234966,5.589526552,6.465904191,6.681120461,6.436154843,6.520282735,6.415068977,6.47636534,6.514481628,6.522394202,6.676166981,0.243243243,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,363.0458506,363.0458512,363.044253,363.0355406,363.0228548,363.0112496,363.0024477,363.0009131,363.011248,363.0331925,363.0621554,363.1011212
0,544927.3706,3539949.115,3.544815031,3.908902203,3.88381411,4.03939865,4.103011245,4.122391996,4.201105131,4.238736111,4.154579012,4.244843716,4.318645989,4.357008036,0.216216216,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.004279601,0.003567182,0.002985075,371.841321,371.8233665,371.7994417,371.7786172,371.763169,371.7523154,371.7427986,371.7296307,371.7140373,371.6987091,371.6839519,371.6681782
0,544927.3706,3535029.115,4.877782319,4.588152378,5.033585029,5.618093986,6.228000207,6.567316241,6.9959513,7.571128675,8.374844719,8.662115419,8.719642881,8.71805266,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,372.1086582,372.0835752,372.0573168,372.0352481,372.014743,371.9981012,371.9836164,371.9733707,371.9718386,371.9815642,372.0023425,372.0343485
1,544537.3706,3532659.115,8.513065686,8.997431719,9.866999567,9.290304345,9.893920764,10.53237018,11.6061815,12.42469325,12.74153228,12.73509977,12.64654228,12.57473443,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,375.3058793,375.305879,375.3058793,375.3063012,375.3152527,375.3339548,375.3568004,375.3815571,375.4067318,375.4327366,375.4562365,375.480393
1,543217.3706,3529659.115,7.178526147,7.840502503,11.87645981,13.2622395,13.69057968,14.23460308,14.17525375,14.08737579,13.63193945,13.17727005,12.77097937,12.49477422,0.243243243,0.116788321,0.050473186,0.028933092,0.023945268,0.020684169,0.019309538,0.017465293,0.013824885,0.011412268,0.009750297,0.008159204,376.1837397,376.186337,376.1898709,376.1797854,376.162876,376.1433129,376.1225744,376.1119262,376.1178787,376.1424571,376.1825565,376.2408302
0,543517.3706,3530109.115,4.137542721,12.29584837,13.24299386,13.01655946,13.88767031,13.89423129,13.66392967,13.83517359,13.64246713,13.45544887,13.47215997,13.5132845,0.27027027,0.080291971,0.034700315,0.019891501,0.018244014,0.021479714,0.015798713,0.012091357,0.009571074,0.007703281,0.006420927,0.005572139,375.9197066,375.9197065,375.9329225,375.9643538,376.008143,376.0556011,376.1086845,376.1676058,376.2279621,376.2922269,376.3567,376.4340934
1,541927.3706,3527439.115,6.521756626,8.827242645,11.38478976,12.66211703,12.7000049,12.88784848,12.80049914,12.38633611,12.14485925,12.18010187,12.17478876,12.14727274,0.135135135,0.109489051,0.072555205,0.063291139,0.068415051,0.063643596,0.056173201,0.048365428,0.042892591,0.039372325,0.037098692,0.03721393,369.9817274,369.9959314,370.1502532,370.3705974,370.6411088,370.9192418,371.2090435,371.521363,371.8458724,372.1881765,372.5071073,372.8454304
0,531487.3706,3530559.115,6.096410076,6.359314182,6.191610387,5.901710139,5.794356036,6.051950422,6.329970708,6.597683679,6.878263133,7.129234281,7.434312589,7.837688421,0.162162162,0.04379562,0.018927445,0.01084991,0.006841505,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,385.9240162,386.0172375,386.1226,386.2204056,386.3300094,386.4345802,386.5375932,386.6433769,386.7541769,386.8859624,387.0246225,387.187819
1,539677.3706,3514689.115,3.799858071,3.441922452,3.704456632,3.983011043,4.136630526,4.279852229,4.42431601,4.404293162,4.372005492,4.407197438,4.465000765,4.51522909,0.648648649,0.357664234,0.176656151,0.113924051,0.084378563,0.066825776,0.052662376,0.040304523,0.03190358,0.025677603,0.021403092,0.017910448,379.5136117,379.5067014,379.4979583,379.4882409,379.4765217,379.464671,379.4525931,379.4400895,379.4277588,379.4147303,379.4002502,379.3829132
1,540547.3706,3516519.115,5.973190269,6.15520642,6.977147359,7.281464817,7.632286113,7.734624477,7.992011439,8.02030734,8.080104769,8.220037977,8.3670021,8.485023533,0,0,0,0,0,0,0,0,0,0,0,0,379.8770307,379.8593868,379.8398551,379.8230557,379.8066026,379.7929203,379.7807231,379.7682625,379.7557297,379.7422936,379.7273536,379.7084176
1,544057.3706,3519519.115,9.320996748,12.59899857,17.38404347,18.56897824,18.73912733,18.68128778,18.61777803,18.35300552,18.24159169,17.85171021,17.60522423,17.54252247,0.297297297,0.102189781,0.05362776,0.03074141,0.021664766,0.017501989,0.0140433,0.010747873,0.008507621,0.006847361,0.005707491,0.004776119,378.4363065,378.4408756,378.453528,378.4674145,378.4840545,378.501535,378.5200382,378.5415852,378.5655898,378.5923524,378.6200272,378.6521679
1,539347.3706,3495339.115,4.273523545,5.491929281,6.067840125,6.004251738,5.870616595,5.938126299,5.931306383,6.011208798,6.118585861,6.089864063,6.142711287,6.121191489,0.432432432,0.218978102,0.104100946,0.065099458,0.052451539,0.039777247,0.029842013,0.02283923,0.018078695,0.014550642,0.012128419,0.010149254,451.5538676,451.5708765,451.6057855,451.6449337,451.6891948,451.731846,451.7741932,451.8171175,451.8597453,451.9058951,451.9507822,452.0020492
0,539107.3706,3496839.115,3.777429281,3.385191097,4.261824467,4.61961177,5.108384258,5.325411653,5.416464498,5.404007342,5.393773248,5.392059022,5.356623376,5.401364234,0.27027027,0.138686131,0.059936909,0.034358047,0.021664766,0.019888624,0.017554125,0.02060009,0.018078695,0.015977175,0.016884661,0.017114428,446.1406036,446.1406063,446.1407854,446.143175,446.1465184,446.1496057,446.1524522,446.1569943,446.1640635,446.1740206,446.1849389,446.1981016
1,533287.3706,3499779.115,5.462495024,4.860986236,5.377265014,5.529462367,5.99886949,6.525602036,6.99429032,7.09155556,7.29787456,7.514505239,7.56977794,7.591930292,0.162162162,0.116788321,0.05362776,0.03074141,0.019384265,0.013524264,0.009947338,0.007613077,0.006026232,0.004850214,0.004042806,0.003383085,439.1832053,439.3156391,439.5274058,439.7321815,439.9492475,440.1484905,440.3388245,440.5180773,440.6848593,440.8562507,441.0132868,441.1795954
0,520897.3706,3499419.115,12.80147648,14.03473677,15.40491381,15.79480351,15.97129753,16.09515107,16.24170823,16.87346003,17.49702278,18.4435563,19.45550604,20.26189817,0.027027027,0.00729927,0.003154574,0.001808318,0.001140251,0.000795545,0.000585138,0.000447828,0.000354484,0.000285307,0.000237812,0.000199005,460.8044665,460.8044665,460.804467,460.8051758,460.799113,460.7780759,460.7511268,460.7230216,460.6944026,460.6642001,460.6358833,460.6050686
0,527347.3706,3499569.115,5.161708556,5.834735941,6.894581501,7.692299385,8.544292307,8.947412928,9.285097204,9.185179457,9.189796027,9.471289542,9.915650998,10.29621242,0.702702703,0.437956204,0.230283912,0.141048825,0.090079818,0.062848051,0.046225863,0.035378415,0.028004254,0.02253923,0.018787158,0.015721393,429.92743,429.9274305,429.9277452,429.9410809,429.9807535,430.0420153,430.1233406,430.2154165,430.3126122,430.4164479,430.5160542,430.6277503
0,526597.3706,3495969.115,6.40447961,6.013732481,5.937807524,6.200545133,6.849809153,7.340838056,7.567030686,7.759151703,7.928908689,8.030085118,8.01534004,8.027506822,0.837837838,0.635036496,0.520504732,0.388788427,0.295324971,0.219570406,0.16442364,0.133452754,0.10740872,0.089871612,0.07824019,0.070248756,433.7040166,433.7041209,433.7057972,433.7103781,433.7179868,433.728618,433.7469071,433.7705636,433.7990249,433.8335627,433.8699259,433.9323199
0,527317.3706,3501999.115,10.83272037,10.62409674,10.91173627,11.51584816,12.26572109,12.36522063,12.66535167,13.13804516,13.24022461,13.31070341,13.25074758,13.03827325,0.054054054,0.03649635,0.034700315,0.027124774,0.018244014,0.012728719,0.0093622,0.007613077,0.006380716,0.006276748,0.005707491,0.004776119,426.67671,426.6767099,426.6767112,426.6747335,426.669749,426.6665768,426.6738181,426.7023509,426.7495719,426.8157077,426.8872233,426.9725777
0,510397.3706,3494589.115,13.56413035,20.75645397,21.67800645,20.85470691,19.27349802,18.78117725,17.79024243,16.27020188,15.61583948,15.1888418,15.30331994,15.23196268,0.243243243,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.00256776,0.002140309,0.001791045,449.35881,449.3496383,449.3184098,449.286075,449.2659293,449.2610058,449.2768898,449.333886,449.4368051,449.5864059,449.749651,449.9445101
0,565057.3706,3501969.115,12.05696206,10.01975142,8.387933,7.769528851,7.373213217,6.977611716,6.671933274,6.474702765,6.324392896,6.328390704,6.230829629,6.244243911,0.324324324,0.226277372,0.100946372,0.057866184,0.036488027,0.025457438,0.0187244,0.014330497,0.011343495,0.009129815,0.007609988,0.006368159,332.9596978,332.9631902,332.9761688,332.9947394,333.0188316,333.0442045,333.0722422,333.1017897,333.1319964,333.1643313,333.1945843,333.2265708
0,535087.3706,3469629.115,5.365628541,5.85317691,5.789925931,5.804885116,5.419912242,5.532748287,5.8046356,6.035639737,6.231308397,6.213146434,6.098097877,6.044830079,0,0.087591241,0.135646688,0.160940325,0.123147092,0.085918854,0.063194851,0.048365428,0.038284296,0.030813124,0.02568371,0.021492537,437.4598207,437.4598179,437.4601701,437.4621658,437.4655953,437.47012,437.4791406,437.496256,437.5210642,437.5538384,437.589801,437.6358485
0,563467.3706,3509469.115,5.651486527,4.502277509,4.118508171,3.8810444,3.790346972,3.8093017,3.80691877,3.783705243,3.901618601,3.978095426,3.993108012,3.960928045,0.108108108,0.072992701,0.031545741,0.018083183,0.011402509,0.007955449,0.005851375,0.00447828,0.003544842,0.002853067,0.002378121,0.00199005,338.8055065,338.8055064,338.8052103,338.8032458,338.8007792,338.798976,338.7984928,338.7999932,338.8041203,338.8108873,338.8188958,338.8293804
1,559897.3706,3507669.115,3.523003214,3.718179331,3.57595676,3.515904658,3.650994022,3.530068779,3.637186467,3.694518679,3.820880491,3.907439387,3.95357499,3.983094677,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,350.1788182,350.1867718,350.2121366,350.2415013,350.2764391,350.3112537,350.3464438,350.3883857,350.4404406,350.5054034,350.5735484,350.6533348
1,549487.3706,3555879.115,5.746558611,10.45801651,12.9235207,13.76817699,14.46666853,14.68996287,15.25708066,14.99665695,14.67295031,14.51259185,14.5354227,14.65028655,0.162162162,0.04379562,0.031545741,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,377.7799971,377.7636195,377.745228,377.728737,377.7176902,377.7185394,377.7291477,377.7454207,377.7878347,377.8817223,378.0067316,378.1730037
1,551497.3706,3557379.115,3.925913232,6.73342585,8.458389427,10.86343685,13.46439786,15.74348738,16.66883406,16.8244877,16.25856293,15.57837655,14.95177476,14.62578315,0.243243243,0.094890511,0.041009464,0.023508137,0.014823261,0.010342084,0.007606788,0.005821764,0.004608295,0.003708987,0.003091558,0.002587065,373.2703074,373.2703056,373.3125039,373.400835,373.5438676,373.7415245,373.9829544,374.2494356,374.5363868,374.8539201,375.1592223,375.4939379
0,553567.3706,3559059.115,6.619899167,11.23996494,16.24522391,18.3251723,18.24230608,19.20919151,20.25054721,20.97397388,21.38471971,21.54460458,21.77178102,21.7408156,0.027027027,0.00729927,0.003154574,0.001808318,0.001140251,0.000795545,0.000585138,0.000447828,0.000354484,0.000285307,0.000237812,0.000199005,374.0099858,374.1487246,374.3834445,374.6339985,374.9202812,375.1994013,375.4787602,375.7640274,376.0458765,376.3358026,376.6139113,376.9192744
1,554227.3706,3560529.115,51.49303795,42.1884968,36.32283394,34.94740278,31.72355103,29.90349231,28.94791441,28.27233965,28.06191698,27.89430003,27.39193707,27.35996355,0.081081081,0.02189781,0.018927445,0.032549729,0.021664766,0.021479714,0.019894675,0.016121809,0.013115916,0.011982882,0.009988109,0.008358209,376.4630465,376.5105401,376.5633534,376.6120241,376.681781,376.7636986,376.8514328,376.9367882,377.0230298,377.121472,377.2168757,377.321567
1,554527.3706,3560529.115,35.55745898,34.85479076,33.6025114,32.25854901,31.81882353,32.68338094,32.47271098,30.47598376,29.51958845,29.2086993,28.73172981,28.4153705,0.243243243,0.109489051,0.05362776,0.037974684,0.030786773,0.025457438,0.02106495,0.016121809,0.013824885,0.011982882,0.009988109,0.008358209,376.2441217,376.2441224,376.2441234,376.2484912,376.2791842,376.3443915,376.4397597,376.5485199,376.6649736,376.7913991,376.9079984,377.0298919
1,554527.3706,3561429.115,25.42446657,25.07020663,24.68105065,24.25639342,26.95288443,29.85599483,31.13643562,32.10623198,32.56251157,32.98180916,32.95935472,32.57994424,0.162162162,0.04379562,0.028391167,0.027124774,0.027366021,0.025457438,0.022820363,0.02283923,0.024459412,0.020827389,0.017360285,0.014527363,376.455173,376.455171,376.4551704,376.4522692,376.4441046,376.4598075,376.5186522,376.6090461,376.7241475,376.8624764,377.0010512,377.1560145
0,554707.3706,3562239.115,13.42773133,23.5499121,28.11801768,29.95290987,30.60399454,31.05885341,31.75361783,31.81964106,32.05236354,31.48351551,31.00127473,30.88108294,0.351351351,0.138686131,0.075709779,0.056057866,0.035347777,0.024661893,0.018139263,0.014330497,0.013115916,0.010556348,0.009512485,0.008756219,377.3732811,377.3732834,377.373534,377.3892324,377.4303665,377.5000025,377.586546,377.6826976,377.7885988,377.9083149,378.0287914,378.1753498
1,553387.3706,3563499.115,55.97326954,52.91187342,46.34112567,43.16001643,40.64675747,38.58707287,36.17919233,33.77085461,32.1864617,30.30981232,29.08189058,27.89674542,0,0,0,0,0,0,0,0,0,0,0,0,398.8368984,398.8266252,398.7716592,398.6870293,398.582756,398.4756545,398.3650803,398.2516902,398.1331314,397.9892027,397.837723,397.6568068
1,550237.3706,3561909.115,35.84167735,35.27018409,33.56608693,31.59054404,29.15810098,27.7879224,27.25056897,26.55958922,26.07481007,25.24426374,24.63712022,24.37069456,0,0,0,0,0,0,0,0,0,0,0,0,403.5715588,403.7202304,403.9411098,404.1522897,404.3727235,404.5723247,404.7612951,404.935488,405.093127,405.2442929,405.3693141,405.4845234
1,555247.3706,3546729.115,20.17633016,16.22617344,15.06919781,15.04094998,15.08602339,14.66856645,15.37229654,16.23085475,16.2240812,16.28970299,16.45346412,16.57303939,0.054054054,0.080291971,0.044164038,0.025316456,0.015963512,0.011137629,0.008191925,0.006269592,0.004962779,0.003994294,0.00332937,0.00278607,332.4955205,332.4955208,332.4918681,332.4900663,332.5049052,332.5318528,332.5684189,332.6128645,332.6628131,332.7193477,332.7739217,332.833733
1,557677.3706,3546999.115,2.518821317,4.963722654,7.141019054,7.683226876,7.956223717,8.385674775,8.649479154,8.946251077,9.023227768,9.152175645,9.472361264,9.906773218,0.297297297,0.080291971,0.044164038,0.034358047,0.025085519,0.024661893,0.020479813,0.015673981,0.012406948,0.009985735,0.008323424,0.006965174,319.5147301,319.5393697,319.575437,319.6219387,319.6819427,319.7455456,319.8179282,319.8982595,319.9833954,320.0765946,320.1678222,320.272169
0,552637.3706,3551979.115,22.54839205,19.17353842,17.36335273,17.54389129,18.76322453,20.88615103,24.01811851,26.7121068,28.69176947,30.6239351,31.65941761,32.43391944,0,0,0,0,0,0,0,0,0,0,0,0,378.5536111,378.4601966,378.3480229,378.2469396,378.1420991,378.0483007,377.9646566,377.8947174,377.8467066,377.8019553,377.7556493,377.7020559
1,554017.3706,3553659.115,8.562972269,8.201478093,9.134609947,13.94433385,20.60534911,26.41990914,30.14478135,32.50728715,34.88192662,36.42098462,37.50662223,38.21731365,0,0,0,0,0,0,0,0,0,0,0,0,408.2037123,408.201625,408.1607279,408.035913,407.8542166,407.647156,407.3749665,407.0324687,406.6139962,406.0829872,405.5239146,404.8754397
1,559177.3706,3559329.115,19.00173271,17.90434504,19.81957808,19.87672291,19.94956768,20.19628734,20.48390101,20.74769128,20.85573197,21.18278315,21.47019626,21.52501386,0,0,0,0,0,0,0,0,0,0,0,0,383.5370195,383.5370196,383.5432961,383.6011511,383.6991508,383.8112577,383.9128376,384.001843,384.0777714,384.143298,384.1919556,384.2259343
0,556417.3706,3563859.115,40.38285763,38.33321441,35.5388656,34.29940961,32.45279153,30.82158868,29.10871183,28.57084287,27.85301756,27.24764886,27.18650771,27.53546187,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,366.9160288,366.9892514,367.3231314,367.7435355,368.2311443,368.7100634,369.1876046,369.6545476,370.0908442,370.5138686,370.8878833,371.277081
1,559537.3706,3547029.115,2.886096995,3.016117223,4.089743553,4.308564137,4.429544107,4.415100928,4.572795668,4.70707848,4.718527254,4.744256186,4.783985456,4.88990457,0.189189189,0.051094891,0.022082019,0.019891501,0.014823261,0.010342084,0.007606788,0.005821764,0.004608295,0.003708987,0.003091558,0.002587065,314.5979532,314.6124268,314.6303684,314.6475628,314.667159,314.6863385,314.7069409,314.7296958,314.7536904,314.7802016,314.8079178,314.8416165
1,558247.3706,3547209.115,2.206948179,2.34429476,3.111989183,4.163552184,4.775214273,5.305839581,5.671715762,5.9976616,6.198668505,6.349359169,6.5337081,6.861095197,0.297297297,0.087591241,0.03785489,0.03074141,0.027366021,0.024661893,0.020479813,0.015673981,0.012406948,0.009985735,0.008323424,0.006965174,317.3525704,317.3924046,317.4513381,317.511328,317.5802763,317.6478181,317.7156018,317.7860964,317.8602635,317.9466389,318.035711,318.1392076
