ELKI,x,y,Forest_100,Forest_200,Forest_300,Forest_400,Forest_500,Forest_600,Forest_700,Forest_800,Forest_900,Forest_1000,Forest_1100,Forest_1200,Grass_100,Grass_200,Grass_300,Grass_400,Grass_500,Grass_600,Grass_700,Grass_800,Grass_900,Grass_1000,Grass_1100,Grass_1200,Water_100,Water_200,Water_300,Water_400,Water_500,Water_600,Water_700,Water_800,Water_900,Water_1000,Water_1100,Water_1200,PREC_100,PREC_200,PREC_300,PREC_400,PREC_500,PREC_600,PREC_700,PREC_800,PREC_900,PREC_1000,PREC_1100,PREC_1200
0,537607.3706,3498279.115,0,0,0,0,0,0,0,0,0,0,0,0,0.378378378,0.708029197,0.85488959,0.900542495,0.928164196,0.920445505,0.925687537,0.933273623,0.92201347,0.89700428,0.881331748,0.854527363,0.621621622,0.291970803,0.132492114,0.075949367,0.047890536,0.033412888,0.024575775,0.018808777,0.015242822,0.016833096,0.015457788,0.013930348,448.3029356,448.3029342,448.302909,448.3018334,448.2974121,448.2871714,448.2703233,448.249285,448.2247515,448.1963835,448.1678025,448.1345863
1,538957.3706,3498009.115,0,0,0,0,0,0,0,0,0,0,0,0,0.297297297,0.583941606,0.753943218,0.837251356,0.851767389,0.843277645,0.849619661,0.86789073,0.881247784,0.886162625,0.884423306,0.871243781,0.594594595,0.211678832,0.09148265,0.054249548,0.063854048,0.056483691,0.044470451,0.036274071,0.028713222,0.023109843,0.020214031,0.018507463,442.6842915,442.6810174,442.6758661,442.6651643,442.6503345,442.6341552,442.6158582,442.5954911,442.5738479,442.550425,442.5282607,442.5037344
1,552547.3706,3570459.115,0,0,0,0,0,0.002386635,0.004095963,0.005373936,0.0067352,0.005420827,0.00451843,0.003781095,0.027027027,0.00729927,0.003154574,0.001808318,0.001140251,0.000795545,0.000585138,0.000447828,0.000354484,0.000285307,0.000237812,0.000199005,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,365.0157133,365.2040203,365.4228736,365.6255087,365.8620838,366.0959679,366.3385247,366.6032424,366.8935273,367.2324378,367.5737386,367.9573172
0,528997.3706,3567519.115,0.162162162,0.04379562,0.018927445,0.01084991,0.006841505,0.00477327,0.008777063,0.017465293,0.024104927,0.022253923,0.018549346,0.015721393,0,0,0,0,0,0,0,0,0,0,0,0,0.297297297,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,329.1409673,329.1859808,329.2441813,329.3160729,329.4084028,329.5044318,329.6038339,329.7092844,329.8210891,329.9503095,330.0830602,330.2377462
0,529777.3706,3567489.115,0.081081081,0.102189781,0.047318612,0.027124774,0.017103763,0.011933174,0.008777063,0.006717421,0.007444169,0.005991441,0.004994055,0.004179104,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108,0.02919708,0.012618297,0.007233273,0.004561003,0.00318218,0.002925688,0.005373936,0.005317263,0.004279601,0.003567182,0.002985075,330.5888589,330.6389552,330.7125079,330.8088479,330.9304938,331.0572732,331.1890365,331.3334531,331.498443,331.6997175,331.912655,332.1646553
1,538807.3706,3578949.115,0,0,0,0,0,0,0,0,0,0,0,0,0.621621622,0.773722628,0.728706625,0.72875226,0.761687571,0.791567224,0.819777648,0.824451411,0.825948245,0.822824536,0.831866825,0.838208955,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,398.2010754,398.2010752,398.2010758,398.2027502,398.2343047,398.3085048,398.4295938,398.5878612,398.7739399,398.9900179,399.2031681,399.4411953
1,542617.3706,3584769.115,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108,0.03649635,0.015772871,0.009041591,0.009122007,0.011137629,0.012873025,0.02060009,0.034739454,0.049928673,0.063258026,0.073432836,0.216216216,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,368.3911487,368.4301564,368.5078442,368.597399,368.7136395,368.8354112,368.9599731,369.0863584,369.211416,369.3503874,369.4883828,369.6497308
1,543337.3706,3590409.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002140309,0.00199005,0.189189189,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.00256776,0.002140309,0.001791045,351.5442752,351.54499,351.5455684,351.5437364,351.5399639,351.5354795,351.5318247,351.5292582,351.5278523,351.5272525,351.5266435,351.5260017
1,541297.3706,3591609.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003616637,0.007981756,0.005568815,0.004095963,0.003134796,0.013824885,0.02853067,0.033769322,0.0360199,0.243243243,0.080291971,0.034700315,0.019891501,0.012542759,0.011137629,0.008777063,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,353.4082658,353.4082657,353.4108874,353.4230404,353.4437334,353.4689077,353.5222562,353.6154096,353.7419946,353.9045924,354.0737043,354.270116
1,540757.3706,3591609.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02919708,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.005373936,0.012052464,0.02253923,0.028299643,0.032636816,0.108108108,0.02919708,0.012618297,0.007233273,0.007981756,0.011933174,0.008777063,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,355.5289637,355.7326567,355.9657442,356.1844788,356.4353994,356.678129,356.9203526,357.1753808,357.4313825,357.6856816,357.9114679,358.1421886
1,518827.3706,3592269.115,0,0,0,0,0.001140251,0.002386635,0.005266238,0.006717421,0.005671748,0.006276748,0.006896552,0.006368159,0.783783784,0.941605839,0.974763407,0.985533454,0.988597491,0.989657916,0.988882387,0.988356471,0.990074442,0.989728959,0.988347206,0.988258706,0.216216216,0.058394161,0.025236593,0.014466546,0.009122007,0.00636436,0.0046811,0.003582624,0.002835874,0.002282454,0.001902497,0.00159204,736.3353304,736.4947599,736.7813907,737.0731175,737.4017156,737.7214626,738.039519,738.3679081,738.7133559,739.0889293,739.4568231,739.8706391
1,522667.3706,3589329.115,0.351351351,0.197080292,0.192429022,0.169981917,0.144811859,0.170246619,0.177296665,0.178235558,0.171570365,0.161768902,0.156956005,0.153631841,0,0,0.006309148,0.025316456,0.074116306,0.128082737,0.194265652,0.280340349,0.350939383,0.42168331,0.473008323,0.513233831,0.054054054,0.02919708,0.012618297,0.007233273,0.004561003,0.00318218,0.002925688,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,924.4855231,923.9548055,923.1656157,922.3800928,921.4557148,920.529909,919.5901159,918.5659067,917.4428066,916.1015408,914.6632928,912.9241256
1,519877.3706,3600969.115,0.405405405,0.204379562,0.110410095,0.066907776,0.049030787,0.046937152,0.041544763,0.046126288,0.04785537,0.044507846,0.046373365,0.060696517,0.27027027,0.474452555,0.624605678,0.772151899,0.834663626,0.84725537,0.852545348,0.850425437,0.83977313,0.823680456,0.809988109,0.794029851,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.0046811,0.008956561,0.010280043,0.009985735,0.009036861,0.007761194,509.6025473,509.6025591,509.6025696,509.6275846,509.7316955,509.9537334,510.3079468,510.7434324,511.2407576,511.8063825,512.3607007,512.980403
1,519427.3706,3601599.115,0.054054054,0.02189781,0.022082019,0.039783002,0.060433295,0.057279236,0.063194851,0.07299597,0.077632045,0.078459344,0.068965517,0.063482587,0.297297297,0.547445255,0.608832808,0.578661844,0.598631699,0.618138425,0.625511995,0.624272279,0.613966678,0.611697575,0.620451843,0.626865672,0.513513514,0.197080292,0.100946372,0.065099458,0.043329532,0.031026253,0.0234055,0.019256605,0.018787664,0.017118402,0.0156956,0.015721393,492.9214321,492.9560732,493.1510507,493.4166019,493.7374167,494.0642644,494.400681,494.7581025,495.1439497,495.5853226,496.047563,496.5970506
1,518647.3706,3602259.115,0,0,0.006309148,0.018083183,0.022805017,0.040572792,0.049151551,0.046126288,0.047146402,0.049643367,0.05136742,0.058109453,0.459459459,0.437956204,0.47318612,0.481012658,0.445838084,0.397772474,0.38736103,0.379758173,0.390996101,0.40342368,0.418073722,0.428656716,0.27027027,0.233576642,0.151419558,0.104882459,0.072976055,0.055688146,0.041544763,0.033587103,0.028713222,0.025677603,0.024019025,0.021094527,474.717997,474.842941,475.0874578,475.3437434,475.6346784,475.9188134,476.2019751,476.4885748,476.7699131,477.0776444,477.4044111,477.8076241
1,518227.3706,3602529.115,0,0.058394161,0.075709779,0.068716094,0.05359179,0.046937152,0.03978935,0.032691446,0.032258065,0.033666191,0.033769322,0.035621891,0.216216216,0.299270073,0.432176656,0.421338156,0.348916762,0.325377884,0.320070217,0.342588446,0.360864942,0.37232525,0.384542212,0.39840796,0.216216216,0.124087591,0.072555205,0.068716094,0.054732041,0.041368337,0.035693388,0.030004478,0.023750443,0.019115549,0.016646849,0.014129353,467.769848,467.7698518,467.8306743,467.9540553,468.1146392,468.2868811,468.4806211,468.6985506,468.9503218,469.2503233,469.555394,469.9064611
1,516157.3706,3603639.115,0,0,0,0,0,0.000795545,0.000585138,0.000447828,0.000354484,0.000570613,0.002378121,0.002587065,0,0.124087591,0.217665615,0.24954792,0.261117446,0.264120923,0.296079579,0.306762203,0.308046792,0.303281027,0.293460166,0.282587065,0.135135135,0.04379562,0.018927445,0.01084991,0.006841505,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,438.9906723,438.990671,438.9908731,439.0007982,439.0401258,439.1139548,439.2296318,439.3759522,439.5452405,439.7403974,439.9328341,440.1503858
0,512107.3706,3599379.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054054054,0.01459854,0.006309148,0.003616637,0.002280502,0.00159109,0.001170275,0.000895656,0.000708968,0.000570613,0.000475624,0.00039801,384.8121313,384.812126,384.824179,384.8485271,384.90175,385.001273,385.1401195,385.3030785,385.4886918,385.7031198,385.9161856,386.156727
0,510457.3706,3598359.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003977725,0.0046811,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,0.054054054,0.01459854,0.006309148,0.003616637,0.002280502,0.00159109,0.001170275,0.000895656,0.000708968,0.000570613,0.000475624,0.00039801,368.8013957,368.8013967,368.8017816,368.8288883,368.8899596,368.9708112,369.0687804,369.1894759,369.3316056,369.4987988,369.6663457,369.8579979
0,507607.3706,3605859.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002386635,0.0234055,0.028660994,0.025877348,0.021112696,0.02235434,0.028457711,0.054054054,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,395.1454369,395.1452262,395.1456551,395.1533188,395.1652086,395.1789608,395.1962109,395.2174006,395.240933,395.2669838,395.2923055,395.3206412
0,536047.3706,3609039.115,0,0,0,0,0,0,0,0,0,0,0,0,0.162162162,0.109489051,0.078864353,0.045207957,0.028506271,0.027844073,0.035693388,0.028660994,0.02268699,0.018259629,0.015219976,0.012736318,0.027027027,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,289.3163345,289.4446039,289.7104578,290.0186257,290.372506,290.7179333,291.0614544,291.408099,291.7517746,292.1143286,292.4611736,292.8446472
0,537337.3706,3609909.115,0,0,0,0,0,0,0,0,0,0,0,0,0.216216216,0.116788321,0.069400631,0.045207957,0.028506271,0.019888624,0.014628438,0.011195701,0.009925558,0.014835949,0.015219976,0.012736318,0.054054054,0.01459854,0.006309148,0.003616637,0.002280502,0.00159109,0.001170275,0.000895656,0.000708968,0.000570613,0.000475624,0.00039801,296.2278409,296.2181793,296.198908,296.1895778,296.1786935,296.16543,296.149253,296.1256906,296.1017386,296.0891737,296.0730547,296.0413423
0,535897.3706,3611679.115,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.04379562,0.025236593,0.014466546,0.009122007,0.00636436,0.0046811,0.003582624,0.002835874,0.002282454,0.001902497,0.00159204,0.162162162,0.04379562,0.018927445,0.01084991,0.006841505,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,290.4155265,290.4641635,290.5245666,290.5795906,290.6380747,290.6919086,290.7436132,290.795954,290.8564536,290.9246391,290.9953405,291.0856081
0,540337.3706,3609789.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594594595,0.175182482,0.075709779,0.045207957,0.070695553,0.089101034,0.112346401,0.138826691,0.160581354,0.193152639,0.218311534,0.235820896,298.3821469,298.4979277,298.6237753,298.7446143,298.8974241,299.0685652,299.2638916,299.4744532,299.690389,299.9169606,300.1288425,300.3610116
1,545677.3706,3603189.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007233273,0.01368301,0.011137629,0.008191925,0.006269592,0.004962779,0.003994294,0.00332937,0.00278607,0.243243243,0.065693431,0.028391167,0.016274864,0.042189282,0.07398568,0.088940901,0.085087326,0.089684509,0.094436519,0.097740785,0.096716418,318.9975842,318.9968438,318.9850833,318.9655565,318.9403655,318.9238064,318.9210218,318.9290221,318.9493718,318.9834365,319.0244677,319.0761282
1,547177.3706,3587499.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0.001189061,0.000995025,0.72972973,0.299270073,0.138801262,0.079566004,0.050171038,0.035003978,0.02574605,0.019704433,0.015597306,0.013124108,0.010939358,0.009154229,348.4020394,348.402483,348.4101627,348.4225378,348.4381153,348.4544079,348.4719288,348.4919446,348.5143852,348.5406987,348.5693106,348.6050468
0,540187.3706,3545199.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243243243,0.087591241,0.041009464,0.023508137,0.014823261,0.010342084,0.007606788,0.005821764,0.005671748,0.005706134,0.004756243,0.0039801,368.5653002,368.5876962,368.6191451,368.6492044,368.6829188,368.7153776,368.7474933,368.7811471,368.8175821,368.8643978,368.9188728,368.9876847
0,542137.3706,3545529.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001755413,0.00223914,0.001772421,0.001426534,0.001189061,0.00318408,0.216216216,0.072992701,0.031545741,0.018083183,0.011402509,0.007955449,0.006436513,0.007165249,0.005671748,0.004564907,0.004756243,0.004577114,372.4872684,372.4872675,372.4872662,372.4917878,372.5403297,372.6293207,372.7595165,372.9166579,373.0929212,373.2931175,373.4883311,373.7058638
1,537787.3706,3545199.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,362.4677767,362.5029284,362.5558473,362.6067586,362.6617259,362.7132567,362.7632722,362.8122917,362.8599734,362.9095547,362.9562704,363.0080617
0,548077.3706,3542769.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006309148,0.070524412,0.098061574,0.102625298,0.104154476,0.130317958,0.166253102,0.200570613,0.231629013,0.254129353,0,0,0,0,0,0,0,0,0,0,0,0,367.4288973,367.4444968,367.4680348,367.4915687,367.5302321,367.5817869,367.6403676,367.703947,367.7759094,367.8617593,367.950712,368.0545575
0,548077.3706,3542769.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006309148,0.070524412,0.098061574,0.102625298,0.104154476,0.130317958,0.166253102,0.200570613,0.231629013,0.254129353,0,0,0,0,0,0,0,0,0,0,0,0,367.4288973,367.4444968,367.4680348,367.4915687,367.5302321,367.5817869,367.6403676,367.703947,367.7759094,367.8617593,367.950712,368.0545575
0,542137.3706,3537519.115,0,0,0,0,0,0,0.001170275,0.005821764,0.004962779,0.003994294,0.00332937,0.00278607,0,0.00729927,0.050473186,0.05244123,0.038768529,0.027048528,0.019894675,0.015673981,0.016306274,0.017974322,0.019500595,0.017711443,0.243243243,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,363.0458506,363.0458512,363.044253,363.0355406,363.0228548,363.0112496,363.0024477,363.0009131,363.011248,363.0331925,363.0621554,363.1011212
0,544927.3706,3539949.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216216216,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.004279601,0.003567182,0.002985075,371.841321,371.8233665,371.7994417,371.7786172,371.763169,371.7523154,371.7427986,371.7296307,371.7140373,371.6987091,371.6839519,371.6681782
1,544927.3706,3535029.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051094891,0.100946372,0.137432188,0.120866591,0.105807478,0.095377414,0.094491715,0.09145693,0.086447932,0.081807372,0.07681592,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,372.1086582,372.0835752,372.0573168,372.0352481,372.014743,371.9981012,371.9836164,371.9733707,371.9718386,371.9815642,372.0023425,372.0343485
1,544537.3706,3532659.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005424955,0.023945268,0.023866348,0.020479813,0.015673981,0.012406948,0.009985735,0.008323424,0.006965174,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,375.3058793,375.305879,375.3058793,375.3063012,375.3152527,375.3339548,375.3568004,375.3815571,375.4067318,375.4327366,375.4562365,375.480393
0,543217.3706,3529659.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003420753,0.00636436,0.007606788,0.017465293,0.025522864,0.031098431,0.036385256,0.033233831,0.243243243,0.116788321,0.050473186,0.028933092,0.023945268,0.020684169,0.019309538,0.017465293,0.013824885,0.011412268,0.009750297,0.008159204,376.1837397,376.186337,376.1898709,376.1797854,376.162876,376.1433129,376.1225744,376.1119262,376.1178787,376.1424571,376.1825565,376.2408302
0,543517.3706,3530109.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003616637,0.018244014,0.034208433,0.039204213,0.034034931,0.035093938,0.031383738,0.027348395,0.025671642,0.27027027,0.080291971,0.034700315,0.019891501,0.018244014,0.021479714,0.015798713,0.012091357,0.009571074,0.007703281,0.006420927,0.005572139,375.9197066,375.9197065,375.9329225,375.9643538,376.008143,376.0556011,376.1086845,376.1676058,376.2279621,376.2922269,376.3567,376.4340934
1,541927.3706,3527439.115,0,0,0.009463722,0.009041591,0.010262258,0.009546539,0.008191925,0.008956561,0.007089685,0.005706134,0.004756243,0.0039801,0,0,0.009463722,0.009041591,0.005701254,0.011137629,0.012873025,0.017017465,0.016660759,0.015977175,0.019262782,0.026666667,0.135135135,0.109489051,0.072555205,0.063291139,0.068415051,0.063643596,0.056173201,0.048365428,0.042892591,0.039372325,0.037098692,0.03721393,369.9817274,369.9959314,370.1502532,370.3705974,370.6411088,370.9192418,371.2090435,371.521363,371.8458724,372.1881765,372.5071073,372.8454304
0,531487.3706,3530559.115,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189,0.102189781,0.044164038,0.025316456,0.015963512,0.014319809,0.011117613,0.008508733,0.0067352,0.007132668,0.010463734,0.012338308,0.162162162,0.04379562,0.018927445,0.01084991,0.006841505,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,385.9240162,386.0172375,386.1226,386.2204056,386.3300094,386.4345802,386.5375932,386.6433769,386.7541769,386.8859624,387.0246225,387.187819
1,539677.3706,3514689.115,0,0,0,0,0,0,0,0,0,0,0,0,0.054054054,0.394160584,0.52681388,0.578661844,0.623717218,0.626093874,0.610883558,0.61038961,0.607585962,0.614265335,0.609750297,0.605572139,0.648648649,0.357664234,0.176656151,0.113924051,0.084378563,0.066825776,0.052662376,0.040304523,0.03190358,0.025677603,0.021403092,0.017910448,379.5136117,379.5067014,379.4979583,379.4882409,379.4765217,379.464671,379.4525931,379.4400895,379.4277588,379.4147303,379.4002502,379.3829132
1,540547.3706,3516519.115,0,0,0,0,0,0,0,0,0,0,0,0,0.405405405,0.437956204,0.365930599,0.338155515,0.299885975,0.284805091,0.282036279,0.263322884,0.252392769,0.247075606,0.251605232,0.274427861,0,0,0,0,0,0,0,0,0,0,0,0,379.8770307,379.8593868,379.8398551,379.8230557,379.8066026,379.7929203,379.7807231,379.7682625,379.7557297,379.7422936,379.7273536,379.7084176
1,544057.3706,3519519.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262773723,0.425867508,0.486437613,0.518814139,0.536197295,0.564657695,0.583967756,0.585962425,0.595720399,0.609988109,0.622885572,0.297297297,0.102189781,0.05362776,0.03074141,0.021664766,0.017501989,0.0140433,0.010747873,0.008507621,0.006847361,0.005707491,0.004776119,378.4363065,378.4408756,378.453528,378.4674145,378.4840545,378.501535,378.5200382,378.5415852,378.5655898,378.5923524,378.6200272,378.6521679
1,539347.3706,3495339.115,0,0,0,0,0,0,0,0,0,0,0,0,0.567567568,0.781021898,0.832807571,0.862567812,0.875712657,0.84725537,0.81919251,0.803851321,0.792272244,0.792867332,0.796432818,0.799402985,0.432432432,0.218978102,0.104100946,0.065099458,0.052451539,0.039777247,0.029842013,0.02283923,0.018078695,0.014550642,0.012128419,0.010149254,451.5538676,451.5708765,451.6057855,451.6449337,451.6891948,451.731846,451.7741932,451.8171175,451.8597453,451.9058951,451.9507822,452.0020492
1,539107.3706,3496839.115,0,0,0,0,0,0,0,0,0,0,0,0,0.162162162,0.270072993,0.410094637,0.455696203,0.576966933,0.645982498,0.692802809,0.711598746,0.706487061,0.709843081,0.725564804,0.731343284,0.27027027,0.138686131,0.059936909,0.034358047,0.021664766,0.019888624,0.017554125,0.02060009,0.018078695,0.015977175,0.016884661,0.017114428,446.1406036,446.1406063,446.1407854,446.143175,446.1465184,446.1496057,446.1524522,446.1569943,446.1640635,446.1740206,446.1849389,446.1981016
1,533287.3706,3499779.115,0,0,0,0.003616637,0.011402509,0.030230708,0.048566413,0.05239588,0.058489897,0.066761769,0.068965517,0.070447761,0,0.03649635,0.072555205,0.09403255,0.085518814,0.089101034,0.108250439,0.137931034,0.154200638,0.162910128,0.162901308,0.166766169,0.162162162,0.116788321,0.05362776,0.03074141,0.019384265,0.013524264,0.009947338,0.007613077,0.006026232,0.004850214,0.004042806,0.003383085,439.1832053,439.3156391,439.5274058,439.7321815,439.9492475,440.1484905,440.3388245,440.5180773,440.6848593,440.8562507,441.0132868,441.1795954
0,520897.3706,3499419.115,0.27027027,0.109489051,0.047318612,0.036166365,0.074116306,0.088305489,0.100058514,0.120017913,0.123006026,0.130670471,0.146254459,0.165174129,0,0,0,0,0.007981756,0.009546539,0.00702165,0.010747873,0.023041475,0.032524964,0.04137931,0.041393035,0.027027027,0.00729927,0.003154574,0.001808318,0.001140251,0.000795545,0.000585138,0.000447828,0.000354484,0.000285307,0.000237812,0.000199005,460.8044665,460.8044665,460.804467,460.8051758,460.799113,460.7780759,460.7511268,460.7230216,460.6944026,460.6642001,460.6358833,460.6050686
1,527347.3706,3499569.115,0,0,0.009463722,0.034358047,0.036488027,0.031026253,0.0280866,0.033587103,0.033676001,0.031098431,0.030677765,0.030447761,0,0.03649635,0.034700315,0.070524412,0.099201824,0.135242641,0.160912815,0.170174653,0.173342786,0.186305278,0.197859691,0.204975124,0.702702703,0.437956204,0.230283912,0.141048825,0.090079818,0.062848051,0.046225863,0.035378415,0.028004254,0.02253923,0.018787158,0.015721393,429.92743,429.9274305,429.9277452,429.9410809,429.9807535,430.0420153,430.1233406,430.2154165,430.3126122,430.4164479,430.5160542,430.6277503
1,526597.3706,3495969.115,0,0,0,0,0,0,0,0,0,0,0.000475624,0.004577114,0,0,0,0.007233273,0.015963512,0.017501989,0.021650088,0.035378415,0.051045728,0.070185449,0.079191439,0.085572139,0.837837838,0.635036496,0.520504732,0.388788427,0.295324971,0.219570406,0.16442364,0.133452754,0.10740872,0.089871612,0.07824019,0.070248756,433.7040166,433.7041209,433.7057972,433.7103781,433.7179868,433.728618,433.7469071,433.7705636,433.7990249,433.8335627,433.8699259,433.9323199
0,527317.3706,3501999.115,0.135135135,0.058394161,0.025236593,0.014466546,0.009122007,0.007159905,0.008191925,0.006269592,0.007444169,0.006562054,0.005469679,0.004577114,0.054054054,0.291970803,0.350157729,0.392405063,0.411630559,0.46141607,0.507314219,0.510971787,0.507266927,0.518116976,0.529131986,0.529552239,0.054054054,0.03649635,0.034700315,0.027124774,0.018244014,0.012728719,0.0093622,0.007613077,0.006380716,0.006276748,0.005707491,0.004776119,426.67671,426.6767099,426.6767112,426.6747335,426.669749,426.6665768,426.6738181,426.7023509,426.7495719,426.8157077,426.8872233,426.9725777
1,510397.3706,3494589.115,0,0,0,0,0.001140251,0.000795545,0.000585138,0.000447828,0.00248139,0.005991441,0.011652794,0.015323383,0.108108108,0.080291971,0.050473186,0.063291139,0.077537058,0.089896579,0.115272089,0.123600537,0.135767458,0.143509272,0.151010702,0.151243781,0.243243243,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.00256776,0.002140309,0.001791045,449.35881,449.3496383,449.3184098,449.286075,449.2659293,449.2610058,449.2768898,449.333886,449.4368051,449.5864059,449.749651,449.9445101
0,565057.3706,3501969.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109489051,0.154574132,0.202531646,0.220068415,0.211614956,0.204798128,0.219883565,0.234314073,0.22253923,0.205469679,0.184875622,0.324324324,0.226277372,0.100946372,0.057866184,0.036488027,0.025457438,0.0187244,0.014330497,0.011343495,0.009129815,0.007609988,0.006368159,332.9596978,332.9631902,332.9761688,332.9947394,333.0188316,333.0442045,333.0722422,333.1017897,333.1319964,333.1643313,333.1945843,333.2265708
0,535087.3706,3469629.115,0,0,0,0,0,0,0.000585138,0.002686968,0.003544842,0.002853067,0.002378121,0.00199005,0.72972973,0.781021898,0.634069401,0.566003617,0.588369441,0.62052506,0.665886483,0.699507389,0.716058135,0.735520685,0.752437574,0.763383085,0,0.087591241,0.135646688,0.160940325,0.123147092,0.085918854,0.063194851,0.048365428,0.038284296,0.030813124,0.02568371,0.021492537,437.4598207,437.4598179,437.4601701,437.4621658,437.4655953,437.47012,437.4791406,437.496256,437.5210642,437.5538384,437.589801,437.6358485
0,563467.3706,3509469.115,0,0,0,0,0,0,0,0,0,0,0,0,0.378378378,0.328467153,0.293375394,0.24954792,0.188141391,0.194908512,0.172615565,0.174652933,0.181141439,0.175463623,0.169084423,0.164975124,0.108108108,0.072992701,0.031545741,0.018083183,0.011402509,0.007955449,0.005851375,0.00447828,0.003544842,0.002853067,0.002378121,0.00199005,338.8055065,338.8055064,338.8052103,338.8032458,338.8007792,338.798976,338.7984928,338.7999932,338.8041203,338.8108873,338.8188958,338.8293804
0,559897.3706,3507669.115,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.058394161,0.135646688,0.171790235,0.169897377,0.163882259,0.156231714,0.145991939,0.132222616,0.120114123,0.114387634,0.109850746,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,350.1788182,350.1867718,350.2121366,350.2415013,350.2764391,350.3112537,350.3464438,350.3883857,350.4404406,350.5054034,350.5735484,350.6533348
